Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nu,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
293,0.04102,-2.64027e-08,0,-6.71519e-06,3.68038e-06,-6.96327e-06,1.03502e-05,0.00627921,0,0,9.16457,0,-0.02898,1,1.00042,-2.94268e-08,-1.81675e-07,2.11101e-07,9.56488e-08,-0.14215,1.37616e-07,0.14215,0,0,0,0,0.00627921,0,0,0,0,0,0,0,0,-1.10014e-06,5.72681e-07,1.64464,1.64464,1
294,0.04116,-2.64358e-08,0,-6.71975e-06,3.6916e-06,-6.8659e-06,1.02919e-05,0.00628539,0,0,9.16457,0,-0.02884,1,1.00042,-2.93276e-08,-1.80986e-07,2.10313e-07,9.51123e-08,-0.141394,1.36522e-07,0.141394,0,0,0,0,0.00628539,0,0,0,0,0,0,0,0,-1.10103e-06,5.74688e-07,1.64767,1.64767,1
295,0.0413,-2.64689e-08,0,-6.7243e-06,3.70281e-06,-6.76854e-06,1.02343e-05,0.00629157,0,0,9.16457,0,-0.0287,1,1.00041,-2.92283e-08,-1.80297e-07,2.09525e-07,9.45759e-08,-0.140638,1.35428e-07,0.140638,0,0,0,0,0.00629157,0,0,0,0,0,0,0,0,-1.10192e-06,5.76695e-07,1.65069,1.65069,1
296,0.04144,-2.65021e-08,0,-6.72886e-06,3.71403e-06,-6.67117e-06,1.01772e-05,0.00629775,0,0,9.16457,0,-0.02856,1,1.00041,-2.91291e-08,-1.79608e-07,2.08737e-07,9.40394e-08,-0.139882,1.34334e-07,0.139882,0,0,0,0,0.00629775,0,0,0,0,0,0,0,0,-1.1028e-06,5.78702e-07,1.65372,1.65372,1
297,0.04158,-2.65352e-08,0,-6.73342e-06,3.72524e-06,-6.57381e-06,1.01208e-05,0.00630393,0,0,9.16457,0,-0.02842,1,1.0004,-2.90299e-08,-1.78919e-07,2.07949e-07,9.35029e-08,-0.139126,1.3324e-07,0.139126,0,0,0,0,0.00630393,0,0,0,0,0,0,0,0,-1.10369e-06,5.80708e-07,1.65674,1.65674,1
298,0.04172,-2.65683e-08,0,-6.73797e-06,3.73645e-06,-6.47644e-06,1.00651e-05,0.00631011,0,0,9.16457,0,-0.02828,1,1.0004,-2.89306e-08,-1.7823e-07,2.07161e-07,9.29665e-08,-0.138369,1.32145e-07,0.138369,0,0,0,0,0.00631011,0,0,0,0,0,0,0,0,-1.10458e-06,5.82715e-07,1.65977,1.65977,1
299,0.04186,-2.66014e-08,0,-6.74253e-06,3.74767e-06,-6.37908e-06,1.001e-05,0.00631629,0,0,9.16457,0,-0.02814,1,1.0004,-2.88314e-08,-1.77541e-07,2.06373e-07,9.243e-08,-0.137613,1.31066e-07,0.137613,0,0,0,0,0.00631629,0,0,0,0,0,0,0,0,-1.10546e-06,5.84722e-07,1.66279,1.66279,1
300,0.042,-2.66345e-08,0,-6.74709e-06,3.75888e-06,-6.28172e-06,9.95552e-06,0.00632247,0,0,9.16457,0,-0.028,1,1.00039,-2.87322e-08,-1.76852e-07,2.05584e-07,9.18936e-08,-0.136857,1.29988e-07,0.136857,0,0,0,0,0.00632247,0,0,0,0,0,0,0,0,-1.10635e-06,5.86729e-07,1.66582,1.66582,1
301,0.04214,-2.66676e-08,0,-6.75164e-06,3.7701e-06,-6.18435e-06,9.90174e-06,0.00632865,0,0,9.16457,0,-0.02786,1,1.00039,-2.86329e-08,-1.76164e-07,2.04796e-07,9.13571e-08,-0.136101,1.2891e-07,0.136101,0,0,0,0,0.00632865,0,0,0,0,0,0,0,0,-1.10724e-06,5.88736e-07,1.66884,1.66884,1
302,0.04228,-2.67008e-08,0,-6.7562e-06,3.78131e-06,-6.08699e-06,9.84865e-06,0.00633483,0,0,9.16457,0,-0.02772,1,1.00038,-2.85337e-08,-1.75475e-07,2.04008e-07,9.08207e-08,-0.135345,1.27831e-07,0.135345,0,0,0,0,0.00633483,0,0,0,0,0,0,0,0,-1.10813e-06,5.90743e-07,1.67187,1.67187,1
303,0.04242,-2.67339e-08,0,-6.76076e-06,3.79253e-06,-5.98962e-06,9.79626e-06,0.00634101,0,0,9.16457,0,-0.02758,1,1.00038,-2.84344e-08,-1.74786e-07,2.0322e-07,9.02842e-08,-0.134589,1.26753e-07,0.134589,0,0,0,0,0.00634101,0,0,0,0,0,0,0,0,-1.10901e-06,5.9275e-07,1.6749,1.6749,1
304,0.04256,-2.6767e-08,0,-6.76531e-06,3.80374e-06,-5.89226e-06,9.74457e-06,0.00634719,0,0,9.16457,0,-0.02744,1,1.00038,-2.83352e-08,-1.74097e-07,2.02432e-07,8.97478e-08,-0.133833,1.25675e-07,0.133833,0,0,0,0,0.00634719,0,0,0,0,0,0,0,0,-1.1099e-06,5.94757e-07,1.67792,1.67792,1
305,0.0427,-2.68001e-08,0,-6.76987e-06,3.81495e-06,-5.79489e-06,9.69359e-06,0.00635337,0,0,9.16457,0,-0.0273,1,1.00037,-2.8236e-08,-1.73408e-07,2.01644e-07,8.92113e-08,-0.133076,1.24597e-07,0.133076,0,0,0,0,0.00635337,0,0,0,0,0,0,0,0,-1.11079e-06,5.96764e-07,1.68095,1.68095,1
306,0.04284,-2.68332e-08,0,-6.77443e-06,3.82617e-06,-5.69753e-06,9.64335e-06,0.00635955,0,0,9.16457,0,-0.02716,1,1.00037,-2.81367e-08,-1.72719e-07,2.00856e-07,8.86748e-08,-0.13232,1.23519e-07,0.13232,0,0,0,0,0.00635955,0,0,0,0,0,0,0,0,-1.11168e-06,5.98771e-07,1.68397,1.68397,1
307,0.04298,-2.68664e-08,0,-6.77898e-06,3.83738e-06,-5.60016e-06,9.59385e-06,0.00636573,0,0,9.16457,0,-0.02702,1,1.00037,-2.80375e-08,-1.7203e-07,2.00067e-07,8.81384e-08,-0.131564,1.2244e-07,0.131564,0,0,0,0,0.00636573,0,0,0,0,0,0,0,0,-1.11256e-06,6.00778e-07,1.687,1.687,1
308,0.04312,-2.68995e-08,0,-6.78354e-06,3.8486e-06,-5.5028e-06,9.5451e-06,0.00637191,0,0,9.16457,0,-0.02688,1,1.00036,-2.79383e-08,-1.71341e-07,1.99279e-07,8.76019e-08,-0.130808,1.21362e-07,0.130808,0,0,0,0,0.00637191,0,0,0,0,0,0,0,0,-1.11345e-06,6.02785e-07,1.69002,1.69002,1
309,0.04326,-2.69326e-08,0,-6.7881e-06,3.85981e-06,-5.40543e-06,9.49711e-06,0.00637809,0,0,9.16457,0,-0.02674,1,1.00036,-2.7839e-08,-1.70652e-07,1.98491e-07,8.70655e-08,-0.130052,1.20284e-07,0.130052,0,0,0,0,0.00637809,0,0,0,0,0,0,0,0,-1.11434e-06,6.04792e-07,1.69305,1.69305,1
310,0.0434,-2.69657e-08,0,-6.79265e-06,3.87103e-06,-5.30807e-06,9.4499e-06,0.00638427,0,0,9.16457,0,-0.0266,1,1.00035,-2.77398e-08,-1.69963e-07,1.97703e-07,8.6529e-08,-0.129296,1.19206e-07,0.129296,0,0,0,0,0.00638427,0,0,0,0,0,0,0,0,-1.11522e-06,6.06799e-07,1.69608,1.69608,1
311,0.04354,-2.69988e-08,0,-6.79721e-06,3.88224e-06,-5.2107e-06,9.40347e-06,0.00639045,0,0,9.16457,0,-0.02646,1,1.00035,-2.76406e-08,-1.69274e-07,1.96915e-07,8.59926e-08,-0.12854,1.18128e-07,0.12854,0,0,0,0,0.00639045,0,0,0,0,0,0,0,0,-1.11611e-06,6.08806e-07,1.6991,1.6991,1
312,0.04368,-2.7032e-08,0,-6.80177e-06,3.89346e-06,-5.11334e-06,9.35784e-06,0.00639663,0,0,9.16457,0,-0.02632,1,1.00035,-2.75413e-08,-1.68586e-07,1.96127e-07,8.54561e-08,-0.127783,1.1705e-07,0.127783,0,0,0,0,0.00639663,0,0,0,0,0,0,0,0,-1.117e-06,6.10812e-07,1.70213,1.70213,1
313,0.04382,-2.70651e-08,0,-6.80632e-06,3.90467e-06,-5.01597e-06,9.31303e-06,0.00640281,0,0,9.16457,0,-0.02618,1,1.00034,-2.74421e-08,-1.67897e-07,1.95339e-07,8.49197e-08,-0.127027,1.15971e-07,0.127027,0,0,0,0,0.00640281,0,0,0,0,0,0,0,0,-1.11789e-06,6.12819e-07,1.70515,1.70515,1
314,0.04396,-2.70982e-08,0,-6.81088e-06,3.91588e-06,-4.91861e-06,9.26903e-06,0.006409,0,0,9.16457,0,-0.02604,1,1.00034,-2.73429e-08,-1.67208e-07,1.9455e-07,8.43832e-08,-0.126271,1.14893e-07,0.126271,0,0,0,0,0.006409,0,0,0,0,0,0,0,0,-1.11877e-06,6.14826e-07,1.70818,1.70818,1
315,0.0441,-2.71313e-08,0,-6.81544e-06,3.9271e-06,-4.82124e-06,9.22587e-06,0.00641517,0,0,9.16457,0,-0.0259,1,1.00034,-2.72436e-08,-1.66519e-07,1.93762e-07,8.38467e-08,-0.125515,1.13815e-07,0.125515,0,0,0,0,0.00641517,0,0,0,0,0,0,0,0,-1.11966e-06,6.16833e-07,1.7112,1.7112,1
316,0.04424,-2.71644e-08,0,-6.81999e-06,3.93831e-06,-4.72388e-06,9.18355e-06,0.00642136,0,0,9.16457,0,-0.02576,1,1.00033,-2.71444e-08,-1.6583e-07,1.92974e-07,8.33103e-08,-0.124759,1.12737e-07,0.124759,0,0,0,0,0.00642136,0,0,0,0,0,0,0,0,-1.12055e-06,6.1884e-07,1.71423,1.71423,1
317,0.04438,-2.71976e-08,0,-6.82455e-06,3.94953e-06,-4.62651e-06,9.14209e-06,0.00642754,0,0,9.16457,0,-0.02562,1,1.00033,-2.70452e-08,-1.65141e-07,1.92186e-07,8.27738e-08,-0.124003,1.11659e-07,0.124003,0,0,0,0,0.00642754,0,0,0,0,0,0,0,0,-1.12144e-06,6.20847e-07,1.71725,1.71725,1
318,0.04452,-2.72307e-08,0,-6.82911e-06,3.96074e-06,-4.52915e-06,9.1015e-06,0.00643372,0,0,9.16457,0,-0.02548,1,1.00032,-2.69459e-08,-1.64452e-07,1.91398e-07,8.22374e-08,-0.123247,1.1058e-07,0.123247,0,0,0,0,0.00643372,0,0,0,0,0,0,0,0,-1.12232e-06,6.22854e-07,1.72028,1.72028,1
319,0.04466,-2.72638e-08,0,-6.83366e-06,3.97196e-06,-4.43178e-06,9.06179e-06,0.0064399,0,0,9.16457,0,-0.02534,1,1.00032,-2.68467e-08,-1.63763e-07,1.9061e-07,8.17009e-08,-0.12249,1.09502e-07,0.12249,0,0,0,0,0.0064399,0,0,0,0,0,0,0,0,-1.12321e-06,6.24861e-07,1.72331,1.72331,1
320,0.0448,-2.72969e-08,0,-6.83822e-06,3.98317e-06,-4.33442e-06,9.02298e-06,0.00644608,0,0,9.16457,0,-0.0252,1,1.00032,-2.67475e-08,-1.63074e-07,1.89822e-07,8.11645e-08,-0.121734,1.08424e-07,0.121734,0,0,0,0,0.00644608,0,0,0,0,0,0,0,0,-1.1241e-06,6.26868e-07,1.72633,1.72633,1
321,0.04494,-2.733e-08,0,-6.84278e-06,3.99438e-06,-4.23705e-06,8.98506e-06,0.00645226,0,0,9.16457,0,-0.02506,1,1.00031,-2.66482e-08,-1.62385e-07,1.89033e-07,8.0628e-08,-0.120978,1.07346e-07,0.120978,0,0,0,0,0.00645226,0,0,0,0,0,0,0,0,-1.12498e-06,6.28875e-07,1.72936,1.72936,1
322,0.04508,-2.73632e-08,0,-6.84733e-06,4.0056e-06,-4.13969e-06,8.94806e-06,0.00645844,0,0,9.16457,0,-0.02492,1,1.00031,-2.6549e-08,-1.61696e-07,1.88245e-07,8.00916e-08,-0.120222,1.06268e-07,0.120222,0,0,0,0,0.00645844,0,0,0,0,0,0,0,0,-1.12587e-06,6.30882e-07,1.73238,1.73238,1
323,0.04522,-2.73963e-08,0,-6.85189e-06,4.01681e-06,-4.04232e-06,8.91199e-06,0.00646462,0,0,9.16457,0,-0.02478,1,1.00031,-2.64498e-08,-1.61007e-07,1.87457e-07,7.95551e-08,-0.119466,1.05189e-07,0.119466,0,0,0,0,0.00646462,0,0,0,0,0,0,0,0,-1.12676e-06,6.32889e-07,1.73541,1.73541,1
324,0.04536,-2.74294e-08,0,-6.85645e-06,4.02803e-06,-3.94496e-06,8.87686e-06,0.0064708,0,0,9.16457,0,-0.02464,1,1.0003,-2.63505e-08,-1.60319e-07,1.86669e-07,7.90186e-08,-0.11871,1.04111e-07,0.11871,0,0,0,0,0.0064708,0,0,0,0,0,0,0,0,-1.12765e-06,6.34896e-07,1.73843,1.73843,1
325,0.0455,-2.74625e-08,0,-6.861e-06,4.03924e-06,-3.84759e-06,8.84267e-06,0.00647698,0,0,9.16457,0,-0.0245,1,1.0003,-2.62513e-08,-1.5963e-07,1.85881e-07,7.84822e-08,-0.117954,1.03033e-07,0.117954,0,0,0,0,0.00647698,0,0,0,0,0,0,0,0,-1.12853e-06,6.36903e-07,1.74146,1.74146,1
326,0.04564,-2.74956e-08,0,-6.86556e-06,4.05046e-06,-3.75023e-06,8.80945e-06,0.00648316,0,0,9.16457,0,-0.02436,1,1.0003,-2.61521e-08,-1.58941e-07,1.85093e-07,7.79457e-08,-0.117197,1.01955e-07,0.117197,0,0,0,0,0.00648316,0,0,0,0,0,0,0,0,-1.12942e-06,6.3891e-07,1.74449,1.74449,1
327,0.04578,-2.75288e-08,0,-6.87012e-06,4.06167e-06,-3.65286e-06,8.77719e-06,0.00648934,0,0,9.16457,0,-0.02422,1,1.00029,-2.60528e-08,-1.58252e-07,1.84305e-07,7.74093e-08,-0.116441,1.00877e-07,0.116441,0,0,0,0,0.00648934,0,0,0,0,0,0,0,0,-1.13031e-06,6.40916e-07,1.74751,1.74751,1
328,0.04592,-2.74446e-08,0,-6.8774e-06,4.07383e-06,-3.5734e-06,8.75579e-06,0.00649739,0,0,9.16457,0,-0.02408,1,1.00029,-2.59225e-08,-1.57421e-07,1.83343e-07,7.68582e-08,-0.115726,1.00095e-07,0.115726,0,0,0,0,0.00649739,0,0,0,0,0,0,0,0,-1.13068e-06,6.42481e-07,1.74978,1.74978,1
329,0.04606,-2.73165e-08,0,-6.88571e-06,4.08634e-06,-3.50065e-06,8.73874e-06,0.00650614,0,0,9.16457,0,-0.02394,1,1.00029,-2.57806e-08,-1.56537e-07,1.82317e-07,7.63017e-08,-0.115025,9.94236e-08,0.115025,0,0,0,0,0.00650614,0,0,0,0,0,0,0,0,-1.13087e-06,6.4388e-07,1.75176,1.75176,1
330,0.0462,-2.71884e-08,0,-6.89401e-06,4.09884e-06,-3.4279e-06,8.72229e-06,0.00651489,0,0,9.16457,0,-0.0238,1,1.00028,-2.56387e-08,-1.55653e-07,1.81291e-07,7.57451e-08,-0.114325,9.87526e-08,0.114325,0,0,0,0,0.00651489,0,0,0,0,0,0,0,0,-1.13105e-06,6.45278e-07,1.75374,1.75374,1
331,0.04634,-2.70603e-08,0,-6.90231e-06,4.11135e-06,-3.35515e-06,8.70644e-06,0.00652364,0,0,9.16457,0,-0.02366,1,1.00028,-2.54967e-08,-1.54769e-07,1.80265e-07,7.51886e-08,-0.113624,9.80815e-08,0.113624,0,0,0,0,0.00652364,0,0,0,0,0,0,0,0,-1.13123e-06,6.46677e-07,1.75573,1.75573,1
332,0.04648,-2.69322e-08,0,-6.91062e-06,4.12386e-06,-3.28239e-06,8.6912e-06,0.00653239,0,0,9.16457,0,-0.02352,1,1.00028,-2.53548e-08,-1.53885e-07,1.79239e-07,7.4632e-08,-0.112924,9.74105e-08,0.112924,0,0,0,0,0.00653239,0,0,0,0,0,0,0,0,-1.13141e-06,6.48076e-07,1.75771,1.75771,1
333,0.04662,-2.68042e-08,0,-6.91892e-06,4.13637e-06,-3.20964e-06,8.67657e-06,0.00654115,0,0,9.16457,0,-0.02338,1,1.00027,-2.52129e-08,-1.53001e-07,1.78213e-07,7.40755e-08,-0.112223,9.67394e-08,0.112223,0,0,0,0,0.00654115,0,0,0,0,0,0,0,0,-1.1316e-06,6.49474e-07,1.75969,1.75969,1
334,0.04676,-2.66761e-08,0,-6.92723e-06,4.14888e-06,-3.13689e-06,8.66255e-06,0.0065499,0,0,9.16457,0,-0.02324,1,1.00027,-2.5071e-08,-1.52117e-07,1.77187e-07,7.35189e-08,-0.111523,9.60684e-08,0.111523,0,0,0,0,0.0065499,0,0,0,0,0,0,0,0,-1.13178e-06,6.50873e-07,1.76167,1.76167,1
335,0.0469,-2.6548e-08,0,-6.93553e-06,4.16139e-06,-3.06414e-06,8.64914e-06,0.00655865,0,0,9.16457,0,-0.0231,1,1.00027,-2.4929e-08,-1.51232e-07,1.76161e-07,7.29624e-08,-0.110822,9.53974e-08,0.110822,0,0,0,0,0.00655865,0,0,0,0,0,0,0,0,-1.13196e-06,6.52272e-07,1.76366,1.76366,1
336,0.04704,-2.64199e-08,0,-6.94383e-06,4.1739e-06,-2.99138e-06,8.63635e-06,0.0065674,0,0,9.16457,0,-0.02296,1,1.00026,-2.47871e-08,-1.50348e-07,1.75135e-07,7.24058e-08,-0.110122,9.47263e-08,0.110122,0,0,0,0,0.0065674,0,0,0,0,0,0,0,0,-1.13214e-06,6.5367e-07,1.76564,1.76564,1
337,0.04718,-2.62918e-08,0,-6.95214e-06,4.1864e-06,-2.91863e-06,8.62419e-06,0.00657615,0,0,9.16457,0,-0.02282,1,1.00026,-2.46452e-08,-1.49464e-07,1.74109e-07,7.18493e-08,-0.109421,9.40553e-08,0.109421,0,0,0,0,0.00657615,0,0,0,0,0,0,0,0,-1.13232e-06,6.55069e-07,1.76762,1.76762,1
338,0.04732,-2.61637e-08,0,-6.96044e-06,4.19891e-06,-2.84588e-06,8.61264e-06,0.00658491,0,0,9.16457,0,-0.02268,1,1.00026,-2.45033e-08,-1.4858e-07,1.73083e-07,7.12927e-08,-0.108721,9.33842e-08,0.108721,0,0,0,0,0.00658491,0,0,0,0,0,0,0,0,-1.13251e-06,6.56467e-07,1.76961,1.76961,1
339,0.04746,-2.60356e-08,0,-6.96875e-06,4.21142e-06,-2.77313e-06,8.60173e-06,0.00659366,0,0,9.16457,0,-0.02254,1,1.00025,-2.43613e-08,-1.47696e-07,1.72057e-07,7.07361e-08,-0.10802,9.27132e-08,0.10802,0,0,0,0,0.00659366,0,0,0,0,0,0,0,0,-1.13269e-06,6.57866e-07,1.77159,1.77159,1
340,0.0476,-2.59075e-08,0,-6.97705e-06,4.22393e-06,-2.70038e-06,8.59144e-06,0.00660241,0,0,9.16457,0,-0.0224,1,1.00025,-2.42194e-08,-1.46812e-07,1.71031e-07,7.01796e-08,-0.107319,9.20421e-08,0.107319,0,0,0,0,0.00660241,0,0,0,0,0,0,0,0,-1.13287e-06,6.59265e-07,1.77357,1.77357,1
341,0.04774,-2.57794e-08,0,-6.98535e-06,4.23644e-06,-2.62762e-06,8.58178e-06,0.00661116,0,0,9.16457,0,-0.02226,1,1.00025,-2.40775e-08,-1.45928e-07,1.70005e-07,6.9623e-08,-0.106619,9.13711e-08,0.106619,0,0,0,0,0.00661116,0,0,0,0,0,0,0,0,-1.13305e-06,6.60663e-07,1.77555,1.77555,1
342,0.04788,-2.56514e-08,0,-6.99366e-06,4.24895e-06,-2.55487e-06,8.57276e-06,0.00661991,0,0,9.16457,0,-0.02212,1,1.00024,-2.39356e-08,-1.45044e-07,1.68979e-07,6.90665e-08,-0.105918,9.07001e-08,0.105918,0,0,0,0,0.00661991,0,0,0,0,0,0,0,0,-1.13324e-06,6.62062e-07,1.77754,1.77754,1
343,0.04802,-2.55233e-08,0,-7.00196e-06,4.26146e-06,-2.48212e-06,8.56437e-06,0.00662867,0,0,9.16457,0,-0.02198,1,1.00024,-2.37936e-08,-1.4416e-07,1.67953e-07,6.85099e-08,-0.105218,9.0029e-08,0.105218,0,0,0,0,0.00662867,0,0,0,0,0,0,0,0,-1.13342e-06,6.63461e-07,1.77952,1.77952,1
344,0.04816,-2.53952e-08,0,-7.01027e-06,4.27396e-06,-2.40937e-06,8.55661e-06,0.00663742,0,0,9.16457,0,-0.02184,1,1.00024,-2.36517e-08,-1.43276e-07,1.66927e-07,6.79534e-08,-0.104517,8.9358e-08,0.104517,0,0,0,0,0.00663742,0,0,0,0,0,0,0,0,-1.1336e-06,6.64859e-07,1.7815,1.7815,1
345,0.0483,-2.52671e-08,0,-7.01857e-06,4.28647e-06,-2.33661e-06,8.5495e-06,0.00664617,0,0,9.16457,0,-0.0217,1,1.00024,-2.35098e-08,-1.42392e-07,1.65901e-07,6.73968e-08,-0.103817,8.8687e-08,0.103817,0,0,0,0,0.00664617,0,0,0,0,0,0,0,0,-1.13378e-06,6.66258e-07,1.78349,1.78349,1
346,0.04844,-2.5139e-08,0,-7.02688e-06,4.29898e-06,-2.26386e-06,8.54303e-06,0.00665492,0,0,9.16457,0,-0.02156,1,1.00023,-2.33679e-08,-1.41508e-07,1.64875e-07,6.68403e-08,-0.103116,8.80159e-08,0.103116,0,0,0,0,0.00665492,0,0,0,0,0,0,0,0,-1.13397e-06,6.67657e-07,1.78547,1.78547,1
347,0.04858,-2.50109e-08,0,-7.03518e-06,4.31149e-06,-2.19111e-06,8.53719e-06,0.00666367,0,0,9.16457,0,-0.02142,1,1.00023,-2.32259e-08,-1.40624e-07,1.63849e-07,6.62837e-08,-0.102416,8.73449e-08,0.102416,0,0,0,0,0.00666367,0,0,0,0,0,0,0,0,-1.13415e-06,6.69055e-07,1.78745,1.78745,1
348,0.04872,-2.48828e-08,0,-7.04348e-06,4.324e-06,-2.11836e-06,8.532e-06,0.00667242,0,0,9.16457,0,-0.02128,1,1.00023,-2.3084e-08,-1.3974e-07,1.62823e-07,6.57272e-08,-0.101715,8.66738e-08,0.101715,0,0,0,0,0.00667242,0,0,0,0,0,0,0,0,-1.13433e-06,6.70454e-07,1.78943,1.78943,1
349,0.04886,-2.47547e-08,0,-7.05179e-06,4.33651e-06,-2.0456e-06,8.52746e-06,0.00668118,0,0,9.16457,0,-0.02114,1,1.00022,-2.29421e-08,-1.38856e-07,1.61797e-07,6.51706e-08,-0.101015,8.60028e-08,0.101015,0,0,0,0,0.00668118,0,0,0,0,0,0,0,0,-1.13451e-06,6.71853e-07,1.79142,1.79142,1
350,0.049,-2.46266e-08,0,-7.06009e-06,4.34902e-06,-1.97285e-06,8.52355e-06,0.00668993,0,0,9.16457,0,-0.021,1,1.00022,-2.28002e-08,-1.37971e-07,1.60771e-07,6.46141e-08,-0.100314,8.53423e-08,0.100314,0,0,0,0,0.00668993,0,0,0,0,0,0,0,0,-1.1347e-06,6.73251e-07,1.7934,1.7934,1
351,0.04914,-2.44986e-08,0,-7.0684e-06,4.36152e-06,-1.9001e-06,8.5203e-06,0.00669868,0,0,9.16457,0,-0.02086,1,1.00022,-2.26582e-08,-1.37087e-07,1.59745e-07,6.40575e-08,-0.0996139,8.46922e-08,0.0996139,0,0,0,0,0.00669868,0,0,0,0,0,0,0,0,-1.13488e-06,6.7465e-07,1.79538,1.79538,1
352,0.04928,-2.43705e-08,0,-7.0767e-06,4.37403e-06,-1.82735e-06,8.51769e-06,0.00670743,0,0,9.16457,0,-0.02072,1,1.00021,-2.25163e-08,-1.36203e-07,1.58719e-07,6.3501e-08,-0.0989134,8.40421e-08,0.0989134,0,0,0,0,0.00670743,0,0,0,0,0,0,0,0,-1.13506e-06,6.76049e-07,1.79737,1.79737,1
353,0.04942,-2.42424e-08,0,-7.085e-06,4.38654e-06,-1.7546e-06,8.51573e-06,0.00671618,0,0,9.16457,0,-0.02058,1,1.00021,-2.23744e-08,-1.35319e-07,1.57693e-07,6.29444e-08,-0.0982129,8.3392e-08,0.0982129,0,0,0,0,0.00671618,0,0,0,0,0,0,0,0,-1.13524e-06,6.77447e-07,1.79935,1.79935,1
354,0.04956,-2.41143e-08,0,-7.09331e-06,4.39905e-06,-1.68184e-06,8.51441e-06,0.00672494,0,0,9.16457,0,-0.02044,1,1.00021,-2.22325e-08,-1.34435e-07,1.56667e-07,6.23879e-08,-0.0975124,8.27419e-08,0.0975124,0,0,0,0,0.00672494,0,0,0,0,0,0,0,0,-1.13543e-06,6.78846e-07,1.80133,1.80133,1
355,0.0497,-2.39862e-08,0,-7.10161e-06,4.41156e-06,-1.60909e-06,8.51375e-06,0.00673369,0,0,9.16457,0,-0.0203,1,1.00021,-2.20905e-08,-1.33551e-07,1.55641e-07,6.18313e-08,-0.0968119,8.20918e-08,0.0968119,0,0,0,0,0.00673369,0,0,0,0,0,0,0,0,-1.13561e-06,6.80245e-07,1.80331,1.80331,1
356,0.04984,-2.38581e-08,0,-7.10992e-06,4.42407e-06,-1.53634e-06,8.51373e-06,0.00674244,0,0,9.16457,0,-0.02016,1,1.0002,-2.19486e-08,-1.32667e-07,1.54615e-07,6.12748e-08,-0.0961114,8.14417e-08,0.0961114,0,0,0,0,0.00674244,0,0,0,0,0,0,0,0,-1.13579e-06,6.81643e-07,1.8053,1.8053,1
357,0.04998,-2.373e-08,0,-7.11822e-06,4.43658e-06,-1.46359e-06,8.51436e-06,0.00675119,0,0,9.16457,0,-0.02002,1,1.0002,-2.18067e-08,-1.31783e-07,1.53589e-07,6.07182e-08,-0.0954109,8.07916e-08,0.0954109,0,0,0,0,0.00675119,0,0,0,0,0,0,0,0,-1.13597e-06,6.83042e-07,1.80728,1.80728,1
358,0.05012,-2.36019e-08,0,-7.12652e-06,4.44908e-06,-1.39083e-06,8.51564e-06,0.00675994,0,0,9.16457,0,-0.01988,1,1.0002,-2.16648e-08,-1.30899e-07,1.52564e-07,6.01617e-08,-0.0947104,8.01416e-08,0.0947104,0,0,0,0,0.00675994,0,0,0,0,0,0,0,0,-1.13616e-06,6.84441e-07,1.80926,1.80926,1
359,0.05026,-2.34738e-08,0,-7.13483e-06,4.46159e-06,-1.31808e-06,8.51757e-06,0.0067687,0,0,9.16457,0,-0.01974,1,1.00019,-2.15228e-08,-1.30015e-07,1.51538e-07,5.96051e-08,-0.0940099,7.94915e-08,0.0940099,0,0,0,0,0.0067687,0,0,0,0,0,0,0,0,-1.13634e-06,6.85839e-07,1.81125,1.81125,1
360,0.0504,-2.33458e-08,0,-7.14313e-06,4.4741e-06,-1.24533e-06,8.52014e-06,0.00677745,0,0,9.16457,0,-0.0196,1,1.00019,-2.13809e-08,-1.29131e-07,1.50512e-07,5.90486e-08,-0.0933094,7.88414e-08,0.0933094,0,0,0,0,0.00677745,0,0,0,0,0,0,0,0,-1.13652e-06,6.87238e-07,1.81323,1.81323,1
361,0.05054,-2.32177e-08,0,-7.15144e-06,4.48661e-06,-1.17258e-06,8.52336e-06,0.0067862,0,0,9.16457,0,-0.01946,1,1.00019,-2.1239e-08,-1.28247e-07,1.49486e-07,5.8492e-08,-0.0926089,7.81913e-08,0.0926089,0,0,0,0,0.0067862,0,0,0,0,0,0,0,0,-1.1367e-06,6.88636e-07,1.81521,1.81521,1
362,0.05068,-2.30896e-08,0,-7.15974e-06,4.49912e-06,-1.09983e-06,8.52722e-06,0.00679495,0,0,9.16457,0,-0.01932,1,1.00019,-2.10971e-08,-1.27363e-07,1.4846e-07,5.79355e-08,-0.0919084,7.75412e-08,0.0919084,0,0,0,0,0.00679495,0,0,0,0,0,0,0,0,-1.13689e-06,6.90035e-07,1.81719,1.81719,1
